title,subtitle,searchterms,popularity,recommended,genre,composer,epoch,composer_popularity,composer_recommended
"Harpsichord Concerto in F major, op. 7, no. 2, CW C56 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Harpsichord Concerto in F minor, CW C69 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Harpsichord Concerto in F minor, CW C73 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Harpsichord Concerto in G major, CW C72 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Harpsichord Concerto in G major, op. 1, no. 4, CW C52 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Harpsichord Concerto in G major, op. 13, no. 5",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Harpsichord Concerto in G major, op. 13, no. 5, CW C66 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Harpsichord Concerto in G major, op. 7, no. 6",,,0,1,Orchestral,Johann Christian Bach,Classical,0,
"Il tutore e la pupilla, W.G24",,,0,0,Stage,Johann Christian Bach,Classical,0,
"Introit and Kyrie, for Double Chorus and Orchestra, CW E11",,,0,0,Vocal,Johann Christian Bach,Classical,0,
"La calamita de' cuori, W.G27",,,0,0,Stage,Johann Christian Bach,Classical,0,
"La cascina, W.G26",,,0,0,Stage,Johann Christian Bach,Classical,0,
"La clemenza di Scipione, CW.G10 ",,,0,0,Stage,Johann Christian Bach,Classical,0,
"La Giula, W.G22B",,,0,0,Stage,Johann Christian Bach,Classical,0,
"Laudate pueri, for voice, chorus and orchestra, W E19",,,0,0,Vocal,Johann Christian Bach,Classical,0,
"Lucio Silla, CW.G9ov ",,,0,0,Stage,Johann Christian Bach,Classical,0,
"Magnificat, for 4 solo voices, chorus and orchestra in C major, CW E22",,,0,0,Vocal,Johann Christian Bach,Classical,0,
"Magnificat, for voice, chorus and orchestra, W E22",,,0,0,Vocal,Johann Christian Bach,Classical,0,
"March for Harpsichord in F major, CW A22 ",,,0,0,Keyboard,Johann Christian Bach,Classical,0,
"March vom ersten Bataillon des Garde-Regiments in Hannover, for wind band in E flat major no. 1, CW B88 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Mezendore, song for voice and continuo, CW H1",,,0,0,Vocal,Johann Christian Bach,Classical,0,
Miserere ,,,0,0,Vocal,Johann Christian Bach,Classical,0,
"Oboe Concerto in F major, CW C80 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Oboe Concerto in F major, CW C81 ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Organ Concerto in B flat major, op. 13, no. 4, W. C65",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Organ Concerto in E flat major, op. 13, no. 6, W. C67",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Organ Concerto in E flat major, op. 17, no. 3",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Organ Concerto in F major, op. 13, no. 3, W. C64",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Overture: Carattaco, opera overture, CW G7ov ",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Overture: Zanaida, ""Hummel""",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Piano Concerto in E flat major, op. 14, CW C61, ""Bailleux""",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
"Quartet in B flat major, for flute, violin, viola and cello, CW B60",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quartet in B flat major, for flute, violin, viola, and cello, op. 8, no. 6, CW B56 ",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quartet in F major, for flute, violin, viola, and cello, CW XB11",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quartet in G major, for 2 flutes, viola and cello, op. 19, no. 3, CW B63 ",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quartet in G major, for keyboard, violin, and 2 cellos, CW B66 ",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quintet for flute, violin, viola and cello in F major, op. 11, no. 3, CWB72",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quintet in C major, for flute, oboe, violin, viola and continuo, op.11, no.1",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quintet in D major, for flute, oboe, violin, cello, and keyboard, op. 22, no. 1, CW B76 ",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quintet in D major, for flute, oboe, violin, viola and continuo, op.11, no.6",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quintet in E flat major, for flute ",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quintet in F major, for oboe, violin, viola, cello, and keyboard, op. 22, no. 2, CW B77 ",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Quintet in G major, for flute ",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Sextet for keyboard, oboe, violin, cello and 2 horns in C, CWB78, ""André Op.3""",,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Sextet in C major, for oboe, 2 horns, violin, cello and keyboard",,,0,0,Chamber,Johann Christian Bach,Classical,0,
Sonata ,,,0,0,Keyboard,Johann Christian Bach,Classical,0,
Sonata ,,,0,0,Keyboard,Johann Christian Bach,Classical,0,
Sonata ,,,0,0,Keyboard,Johann Christian Bach,Classical,0,
"Sonata for keyboard in C minor, op. 17, no. 2, CW A8 ",,,0,0,Keyboard,Johann Christian Bach,Classical,0,
Sontata for Guitar and Violin,,,0,0,Chamber,Johann Christian Bach,Classical,0,
"Symphonie concertante for 2 Clarinets and Bassoon in E flat major, W C41",,,0,0,Orchestral,Johann Christian Bach,Classical,0,
